original	translation	z_mean	pred_zscore
The factionalist arguments continued, with Stalin threatening to resign in October and then December 1926 and again in December 1927.	Die fraktionalistischen Argumente setzten sich fort und Stalin drohte im Oktober und dann im Dezember 1926 und wieder im Dezember 1927 zurückzutreten.	0.14926916	-0.10178072423183326
As a result, the KKK ended its publication of the false oath.	Infolgedessen beendete die KKK ihre Veröffentlichung des falschen Eides.	0.41511384	-0.09911325370923064
In late 2011, a sandhog died after a tunnel collapsed on him.	Ende 2011 starb ein Sandschwein, nachdem ein Tunnel auf ihm zusammengebrochen war.	0.24033517	-0.11157791310702062
In recent loanwords, it follows more or less the respective languages' pronunciations.	In neueren Loanwords folgt es mehr oder weniger der Aussprache der jeweiligen Sprachen.	-0.597511	-0.21572584048481377
Bill Richmond collaborated with him on many of the sight gags.	Bill Richmond arbeitete mit ihm an vielen der Schauplätze zusammen.	0.69736487	-0.09414910740923672
the forceps of earwigs) or reduced in different insect orders.	die Pinzette von Ohrlöchern) oder reduziert in verschiedenen Insektenordnungen.	-0.246238	-0.515161300405926
of appreciating the wrongfulness of his act or omission; or of acting in accordance with that appreciation,	die Unrechtmäßigkeit seiner Handlung oder Unterlassung zu würdigen; oder entsprechend dieser Wertschätzung zu handeln,	0.552389	-0.22891574680345297
US 13 heads into Rodney Village, where it intersects the southern terminus of POW/MIA Parkway and another US 13 Alt.	Die USA 13 fahren nach Rodney Village, wo sie die südliche Endstation des Kriegsgefangenen / MIA Parkway und eine weitere US 13 Alt kreuzen.	0.2992812	-0.23003103638478894
A. D. McLean; Choctawhatchie Volunteers, H. K. Hagan; Florida Guards, R. H. M. Davidson; Gadsden Greys, Capt.	A. D. McLean; ChoctaWhat chie Volunteers, H. K. Hagan; Florida Guards, R. H. M. Davidson; Gadsden Greys, Capt.	-1.6261263	-0.3003669136515035
"Retrieved 1 February 2005 ""Berlusconi ally partially cleared"", BBC News, 22 November 2003."	"1. Februar 2005 ""Berlusconi Verbündeter teilweise freigegeben"", BBC News, 22. November 2003."	0.53477514	-0.26158599605366534
Life struggled to compete on newsstands with such risqué rivals.	Das Leben kämpfte, um auf Zeitungsständen mit solchen riskanten Rivalen zu konkurrieren.	-0.13413846	-0.15459954592506722
Parasites, pimps, and courtesans often praise the gods with scant ceremony.	Parasiten, Zuhälter und Kurtisanen loben die Götter oft mit knapper Zeremonie.	0.54880315	-0.18541836362671207
The jenny produced a lightly twisted yarn only suitable for weft, not warp.	Der Jenny produzierte ein leicht verdrehtes Garn, das nur für den Schuss, nicht für Warp, geeignet war.	-0.8869249	-0.29267791625129347
Wintering steppe buzzards may live alongside mountain buzzards and especially with forest buzzard while wintering in Africa.	Wintersteppenbussard kann neben Bergbussard leben und vor allem mit Waldbussard während der Überwinterung in Afrika.	-0.3244545	-0.39558199250043935
During the storm, the Mayor of Salisbury instituted a Civil Emergency and a curfew.	Während des Sturms setzte der Bürgermeister von Salisbury einen zivilen Notfall und eine Ausgangssperre ein.	0.43831015	-0.1147690721923997
100 to Metropolitan Electric Tramways and 250 to LGOC's new owner, Underground.	100 to Metropolitan Electric Tramways und 250 to LGOC 's new owner, Underground.	-1.2605945	-0.3922869673062156
After the Civil War, Texas ranchers raised large herds of longhorn cattle.	Nach dem Bürgerkrieg zogen texanische Viehzüchter große Rinderherden an.	0.12415557	-0.0694707378486627
Belloq and Nazi officer Colonel Dietrich arrive and seize the Ark from Jones, before imprisoning him and Marion in the crypt.	Belloq und Nazi-Offizier Colonel Dietrich kommen und ergreifen die Arche von Jones, bevor er und Marion in der Krypta inhaftiert.	-0.39270338	-0.19307649172883892
1st and 3rd Battalions repelled the North Korean advance until 12 July.	1. und 3. Bataillone wehrten den nordkoreanischen Vormarsch bis zum 12. Juli ab.	0.34849942	-0.03435636652668511
Amphibians include the tiger salamander, chorus frog, northern leopard frog, spadefoot toad, Great Plains toad, and Woodhouse's toad.	Amphibien sind der Tiger Salamander, Chorus Frosch, nördlichen Leopardenfrosch, Spadefoot Kröte, Great Plains Kröte und Woodhouse Kröte.	0.036221974	-0.16596997949786035
On 1 October the 1st Panzer Army under Ewald von Kleist swept south to encircle the two attacking Soviet armies.	Am 1. Oktober fegte die 1. Panzerarmee unter Ewald von Kleist nach Süden, um die beiden angreifenden sowjetischen Armeen einzukreisen.	0.59001184	-0.0870658745878832
"He attacked ""the false nostrums and promises of those who apparently monopolise the channels of communication."	"Er griff ""die falschen Instrumente und Versprechen derer an, die anscheinend die Kommunikationskanäle monopolisieren."	-0.3988687	-0.20451919577596805
Leonora di Toledo of Florence, Italy wears a blue gown with a flared collar and tight undersleeves with horizontal trim.	Leonora di Toledo von Florenz, Italien trägt ein blaues Kleid mit einem flachen Kragen und engen Unterärmeln mit horizontaler Verkleidung.	-0.4571077	-0.1726395637248988
Thus, it became the standard explosive in mines after the First World War.	So wurde es nach dem Ersten Weltkrieg zum Standard-Sprengstoff in Bergwerken.	0.6382062	-0.03694430321069686
On August 30, 1905, in his first major league at bat, he doubled off of Jack Chesbro of the New York Highlanders.	Am 30. August 1905, in seiner ersten großen Liga bei Fledermaus, verdoppelte er sich von Jack Chesbro der New York Highlanders.	-0.40995514	-0.21573964087689804
These are underlain by older Paleozoic and Mesozoic sediments which correlate well with the outcrops to the east.	Diese werden von älteren paläozoischen und mesozoischen Sedimenten untermauert, die gut mit den Ausbrüchen im Osten korrelieren.	0.4787503	-0.0838761681753551
The other batsmen were Len Hutton, Cyril Washbrook, Denis Compton, Bill Edrich, James Langridge, Laurie Fishlock and Joe Hardstaff junior.	Die anderen Batsmen waren Len Hutton, Cyril Washbrook, Denis Compton, Bill Edrich, James Langridge, Laurie Fishlock und Joe Hardstaff Junior.	-0.45142877	-0.1321557503775053
Jailed in Mexico City, Villa fled to the United States.	In Mexiko City eingesperrt, floh Villa in die Vereinigten Staaten.	0.52920955	-0.08585434543017015
The Dead Pool grossed nearly $38 million, relatively low receipts for a Dirty Harry film.	The Dead Pool brachte fast 38 Millionen Dollar ein, relativ niedrige Einnahmen für einen Dirty Harry Film.	0.50522345	-0.15403518252246348
"And then you, like Klebold and Harris in Columbine, become the ultimate bully."""	"Und dann wirst du, wie Klebold und Harris in Columbine, zum ultimativen Tyrannen ""."	0.14184426	-0.14467415867078134
Some Orangemen also joined loyalist paramilitary groups.	Einige Orangemen schlossen sich auch loyalistischen paramilitärischen Gruppen an.	0.5072147	-0.05409601156215729
Mischlinge with one Jewish grandparent were usually forbidden to marry anybody with any Jewish grandparent.	Mischlinge mit einem jüdischen Großeltern war es normalerweise verboten, irgendjemanden mit einem jüdischen Großeltern zu heiraten.	-0.19074109	-0.5230242553800403
William Trueheart, the deputy of the recently relieved U.S.	William Trueheart, der Stellvertreter der kürzlich entlastet USA	-2.641398	-0.42382413173266753
Instead of retaliating, Miss Hyde stood her ground and Maggie acquiesced.	Anstatt zu rächen, stand Miss Hyde auf dem Boden und Maggie stimmte zu.	-0.48899174	-0.18518811497983256
The bovids usually rest before dawn, during midday, and after dark.	Die Bovids ruhen in der Regel vor der Morgendämmerung, mittags und nach der Dunkelheit.	-0.48385584	-0.13887545181790237
These smaller accessory pulleys necessitated a shorter serpentine belt.	Diese kleineren Zubehörrollen erforderten einen kürzeren Serpentinengurt.	0.2979394	-0.11204603693324727
"This interest would culminate in the seminal Les Demoiselles d'Avignon."""	"Dieses Interesse würde im bahnbrechenden Les Demoiselles d 'Avignon gipfeln ""."	0.015185654	-0.10128064160288516
"Sir Malcolm Sargent devised a new ending for the overture to The Gondoliers, adding the ""cachucha"" from the second act of the opera."	"Sir Malcolm Sargent erfand ein neues Ende für die Ouvertüre zu The Gondoliers und fügte den ""Cachucha"" aus dem zweiten Akt der Oper hinzu."	0.541834	-0.14468868539929108
A scuffle ensues and as Rob pushes Tina; she loses her balance and falls from the balcony, plummeting onto the cobbles below.	Als Rob Tina schiebt, folgt ein Schuppchen, sie verliert ihr Gleichgewicht und fällt vom Balkon, fällt auf die Pflaster darunter.	-0.7748986	-0.3171750648737084
Realizing that Nighthawks probably infiltrated the fortress, they split up.	Als sie erkannten, dass Nighthawks wahrscheinlich die Festung infiltrierten, spalteten sie sich auf.	0.30482826	-0.10211447581934475
Fearing reprisals, Bocskai hurried to Sólyomkő and pretended that gout had paralysed him.	Aus Angst vor Repressalien eilte Bocskai nach Sólyomkő und gab vor, Gicht hätte ihn gelähmt.	0.29962477	-0.10311464107724096
The umpires issued warnings in the fifth inning but no ejections followed.	Die Schiedsrichter warnten im fünften Inning, aber es folgten keine Auswürfe.	0.48263696	-0.15542030608586804
Kazi Mulla and Shamil retired to Gimry and prepared for a major attack.	Kazi Mulla und Shamil zogen sich nach Gimry zurück und bereiteten sich auf einen Großangriff vor.	0.60347426	-0.05922866791286429
Two sudden squalls rolled Cassandra over on her beam ends, capsizing her.	Zwei plötzliche Squalls rollten Cassandra auf ihren Strahlenden um und kenterten sie.	-1.0839727	-0.5818578690127357
Miller accused Foyt of throwing temper tantrums, verbal and physical intimidation, and childish behavior.	Miller beschuldigte Foyt, Temperamenttantren, verbale und körperliche Einschüchterung und kindliches Verhalten zu werfen.	-0.7663973	-0.17811432453201037
Arnhem Oosterbeek War Cemetery Operation Fustian, 1st Parachute Brigade's previous airborne operation during the Invasion of Sicily.	Arnhem Oosterbeek War Cemetery Operation Fustian, 1. Fallschirmbrigade früheren Luftangriff während der Invasion von Sizilien.	-0.25606814	-0.2986008266329308
The newly empowered barons banished Gaveston, to which Edward responded by revoking the reforms and recalling his favourite.	Die neu ermächtigten Barone verbannten Gaveston, worauf Edward reagierte, indem er die Reformen abhob und an seinen Favoriten erinnerte.	0.43186474	-0.18153718493711996
Combined Syrian, Iraqi and Jordanian counterattacks prevented any further Israeli gains.	Kombinierte syrische, irakische und jordanische Gegenangriffe verhinderten weitere israelische Gewinne.	0.6081093	-0.0732004753935407
Frederick Henry Roberts, a grazier in Bathurst, purchased the property in March 1924 from Jerome William Maguire, a butcher in Bathurst, for .	Frederick Henry Roberts, ein Grazier in Bathurst, kaufte das Anwesen im März 1924 von Jerome William Maguire, einem Metzger in Bathurst, für.	0.40061843	-0.12686148417212734
Fort Wayne Parks and Recreation maintains 86 public parks totaling 2,805 acre.	Fort Wayne Parks and Recreation unterhält 86 öffentliche Parks von insgesamt 2.805 Hektar.	0.36279538	-0.09493899827195432
On Sunday 20 August, the Norwegians lowered a ROV to the submarine.	Am Sonntag, 20. August, senkten die Norweger einen ROV auf das U-Boot.	0.43870857	-0.10250851333017169
They collect 500 taels for each murder of a Catholic.	Sie sammeln 500 Taels für jeden Mord an einem Katholiken.	0.5411075	-0.079385593224779
He was supported by Wardle, off spinner Ellis Robinson, seamer Frank Smailes and new pace bowlers Coxon and Ron Aspinall.	Unterstützt wurde er von Wardle, Off Spinner Ellis Robinson, Seamer Frank Smailes und neuen Tempo Bowlern Coxon und Ron Aspinall.	-0.5978844	-0.41719195383154173
Botvinnik again regained the title in a rematch in 1961.	Botvinnik gewann 1961 in einem Rematch erneut den Titel.	0.23216191	-0.05731259242242842
Also, the Terran Confederacy uses the same flag as the Confederacy in the American Civil War.	Auch benutzt die Terran Confederacy die gleiche Flagge wie die Confederacy im Amerikanischen Bürgerkrieg.	0.036475662	-0.1169132173204386
He also standardized the weights and measurements such as the cubit, tical, basket throughout the realm.	Er standardisierte auch die Gewichte und Maße wie die Elle, vertikal, Korb im ganzen Reich.	-0.21802293	-0.5746438956347945
Finally Heracles assembles all the Argonauts for a strong talk.	Schließlich versammelt Herakles alle Argonauten für ein starkes Gespräch.	0.43368307	-0.11561598046451804
Furthermore, the bandsmen, except those wearing a white bearskin, had a red plume on the side of the bearskin.	Außerdem hatten die Bandsmen, außer denen, die ein weißes Bärenhaut trugen, eine rote Feder an der Seite des Bärenhells.	-1.3079845	-0.2537154145470834
The next day, on Christmas Day, the aunts bought Lucretia a big wax doll, bedstead, baby carriage and bureau.	Am nächsten Tag, am Weihnachtstag, kauften die Tanten Lucretia eine große Wachspuppe, Bett, Kinderwagen und Büro.	0.76819974	-0.20635174257747288
Responding to criticism over unreadiness, Truman fired Secretary of Defense Louis Johnson and replaced him with the George Marshall.	Als Reaktion auf Kritik an der Unfähigkeit feuerte Truman Verteidigungsminister Louis Johnson und ersetzte ihn durch den George Marshall.	0.27286017	-0.11089697270812614
Multiple other weak tornadoes touched down across the northern Great Plains on June 7 and 8 as well.	Mehrere andere schwache Tornados landeten am 7. und 8. Juni über die nördlichen Großen Ebenen hinweg.	0.01651377	-0.12123455588387615
This reignited the feud and helped Billy and Mac rekindle their love for each other.	Dies entfachte die Fehde und half Billy und Mac, ihre Liebe zueinander wiederzubeleben.	0.63713485	-0.11104732434820204
Concurrently, Lew's fear of exposing himself alienates Joanne.	Gleichzeitig entfremdet Lew 's Angst, sich aufzudecken, Joanne.	-0.41226694	-0.3329884983612082
Death of Constantine I and deposition of George II	Tod von Konstantin I und Ablagerung von Georg II.	-1.4333849	-0.0463834082281189
Four masted barques came up the Paterson to Woodville to procure flour from Mitchell's flour mills.	Vier Masted Barques kamen die Paterson nach Woodville, um Mehl aus Mitchells Mühlen zu beschaffen.	-0.31251463	-0.4012855492815795
Most of the killings where either drug or gang related homicides.	Die meisten Morde, bei denen entweder Drogen oder Banden mit Morden zusammenhängen.	0.051924795	-0.11255810411321591
In muntjac and tufted deer, the antlers as well as the canines are small.	In muntjac und getufteten Hirschen sind sowohl das Geweih als auch die Eckzähne klein.	-0.49669057	-0.18943500405965763
Early in spring, Alaric, probably desperate, invaded Italy, and he drove Honorius westward from Mediolanum, besieging him in Hasta Pompeia in Liguria.	Zu Beginn des Frühlings marschierte Alarik, wahrscheinlich verzweifelt, in Italien ein, und er trieb Honorius von Mediolanum nach Westen und belagerte ihn in Hasta Pompeia in Ligurien.	0.32944426	-0.14305007042339143
King and Mays promised each other that whoever outlived the other would deliver the eulogy at the other's funeral.	König und Mays versprachen einander, dass jeder, der den anderen überlebte, die Lobrede beim Begräbnis des anderen halten würde.	0.41401693	-0.18411495291117488
JaJaJa toured Germany, Switzerland, Belgium, and Holland with a large graffiti canvas as a backdrop.	JaJaJa tourte mit einer großen Graffiti Leinwand als Hintergrund durch Deutschland, die Schweiz, Belgien und Holland.	0.39872652	-0.12980133085428777
Land Value Taxation and Constitutional Uniformity, Geo.	Landwertsteuer und konstitutionelle Einheitlichkeit, Geo.	0.36440596	-0.14308021338504914
Chu Cheung Sing's mentor and the emperors advisor.	Chu Cheung Sings Mentor und der Kaiser beraten.	-0.8815186	-0.19272058688035007
Alone with Erik, Mads invites Agnes Jensen for supper.	Allein mit Erik lädt Mads Agnes Jensen zum Abendessen ein.	0.1890552	-0.14401864004677892
The Courier Journal, Neighborhoods, February 6, 2002, by Tonia Holbrook	The Courier Journal, Nachbarschaft, 6. Februar 2002, von Tonia Holbrook	0.30111635	-0.2017849023022206
In the mixed doubles, Dellacqua partnered Ross Hutchins of Great Britain.	In den Mixed Doubles arbeitete Dellacqua mit Ross Hutchins aus Großbritannien zusammen.	0.5949706	-0.09937255581312966
The main steroid hormones, testosterone, estradiol, and progesterone as well as prolactin play important physiological functions in puberty.	Die wichtigsten Steroidhormone, Testosteron, Östradiol und Progesteron sowie Prolaktin spielen wichtige physiologische Funktionen in der Pubertät.	0.34112972	-0.07234376157967827
It culminates in the height of Red Screes overlooking the Kirkstone Pass.	Es gipfelt in der Höhe der roten Screes mit Blick auf den Kirkstone Pass.	0.10866649	-0.19087133434105905
Pharnaces sailed to the Cimmerian Bosporus, intending to recover it from Asander.	Pharnaces segelte zum Cimmerian Bosporus und beabsichtigte, ihn von Asander zurückzugewinnen.	0.5360179	-0.13153800124762824
The heavy rain inundated many streets, stranding many commuters.	Der starke Regen überschwemmte viele Straßen und strandete viele Pendler.	0.53623945	-0.08391611667875692
Homer illustrated Paeon the god, and the song both of apotropaic thanksgiving or triumph.	Homer illustrierte Paeon den Gott, und das Lied sowohl von apotropaischen Danksagung oder Triumph.	-0.4199467	-0.5159835132395777
"Minsky describes a more congenial variation of Lambek's ""abacus"" model in his ""Very Simple Bases for Computability""."	"Minsky beschreibt in seinen ""Very Simple Basases for Computability"" eine eher kongeniale Variation von Lambeks ""abacus"" -Modell."	-0.3642064	-0.12240395752891092
After descending Peavine ridge the trail forded the South Fork of the American River near Pacific House.	Nach absteigendem Peavine Grat verzweigte der Trail die South Fork des American River in der Nähe von Pacific House.	-0.59088004	-0.41198593750186047
Also in Ideen Husserl explicitly elaborates the eidetic and phenomenological reductions.	Auch in Ideen erarbeitet Husserl explizit die eidetischen und phänomenologischen Reduktionen.	0.2679977	-0.04531569368265236
Lucius Cornelius L. f. L. n. Scipio Asiaticus, consul in 83 BC.	Lucius Cornelius L. f. L. n. Scipio Asiaticus, Konsul 83 v. Chr.	0.89608175	0.01092126722892549
Renegade drones are painted grey with a black fender, hemispheres, collars, slats and appendages.	Renegade Drohnen sind grau lackiert mit einem schwarzen Kotflügel, Hemisphären, Kragen, Lamellen und Anhängen.	-0.5977675	-0.2768183604007752
Additionally, Clark Gregg reprises his role as S.H.I.E.L.D.	Darüber hinaus nimmt Clark Gregg seine Rolle als S.H.I.E.L.D. wieder auf	0.5239921	-0.061108789750238535
Calosoma sycophanta is a beetle that preys upon the gypsy moth larvae and pupae.	Calosoma sycophanta ist ein Käfer, der auf den Gypsy Mottenlarven und Puppen raubt.	-0.36565846	-0.10532887767033942
This network of bunkers, tunnels, and pillboxes favored the defense.	Dieses Netz von Bunkern, Tunneln und Pillenboxen begünstigte die Verteidigung.	0.56583697	-0.08040536956616337
It is laid on in two coats with a skimming float, scoured off at once, and then trowelled.	Es wird in zwei Mänteln mit einem schäumenden Schwimmer aufgelegt, sofort abgespült und dann zertrampelt.	-0.52580094	-0.5008335880767607
Relief corn sheaf and wooden plough over entrance.	Relief Mais Garbe und Holzpflug über Eingang.	-1.5831743	-0.5038834747273825
As of 2009, First Brigade, Khost, Second Brigade, Forward Operating Base Rushmore, Sharana, Paktika Province, Third Brigade, Ghazni.	Ab 2009, Erste Brigade, Khost, Zweite Brigade, Forward Operating Base Rushmore, Sharana, Paktika Provinz, Dritte Brigade, Ghazni.	-0.39045668	-0.17565385989067167
It exploded about 8 ft from his tractor as he drove past Saltersland church hall.	Es explodierte etwa 8 ft von seinem Traktor, als er vorbei an Saltersland Kirche Halle fuhr.	-0.12381697	-0.4068601813471956
The controversy eventually led to Laud's impeachment for treason by a bill of attainder in 1645, and subsequent execution.	Die Kontroverse führte schließlich zu Lauds Amtsenthebung wegen Verrats durch einen Erfüllungsbrief 1645 und anschließender Hinrichtung.	-0.5209433	-0.1373323500819543
In 1969 and 1986, the USSR issued 10 kopek postage stamps honoring Korolev.	1969 und 1986 veröffentlichte die UdSSR 10 kopek Briefmarken zu Ehren Koroljews.	0.3856412	-0.0843885985235365
Captain Batra collapsed next to the injured soldier, succumbing to the fatal wounds.	Captain Batra stürzte neben dem verletzten Soldaten ein und erlag den tödlichen Wunden.	0.57762784	-0.10252812441365984
The experienced airmen suggested Wever appoint another naval airman, Joachim Coeler, as inspector of naval aviation.	Die erfahrenen Flieger schlugen Wever vor, einen weiteren Marine-Flieger, Joachim Coeler, zum Inspektor der Marine zu ernennen.	0.60152966	-0.12385735671631129
The popularization of the Ramayana and its tale, originally written in Sanskrit Language was greatly enhanced by the work of Bhanubhakta.	Die Popularisierung des Ramayana und seiner Geschichte, die ursprünglich in Sanskrit Language geschrieben wurde, wurde durch das Werk von Bhanubhakta stark verstärkt.	-0.6985928	-0.09028172911172885
This angered Ross and contributed to the breakdown of their friendship.	Dies verärgerte Ross und trug zum Zusammenbruch ihrer Freundschaft bei.	0.50979644	-0.09996815168202935
The mission eventually reunites them with Grimlock and Rodimus Prime.	Die Mission vereint sie schließlich mit Grimlock und Rodimus Prime.	0.5654844	-0.04915765020526818
Embittered, he readily agrees to join forces with Shredder, who orders him to replicate his Mousers and hunt down Splinter.	Umarmt erklärt er sich bereit, sich mit Shredder zusammenzuschließen, der ihm befiehlt, seine Mousers zu replizieren und Splinter zu jagen.	-0.6156169	-0.2115849965231099
The Burmese then tried to encircle the Chinese by splitting the army into two.	Die Burmesen versuchten dann, die Chinesen einzukreisen, indem sie die Armee in zwei Teile teilten.	0.6575267	-0.10787868169201308
November 4 Floyd Mayweather, Jr. becomes the WBC and linear Welterweight champion after he defeats Carlos Baldomir by unanimous decision.	4. November Floyd Mayweather, Jr. wird der WBC und lineare Welterweight Champion, nachdem er Carlos Baldomir durch einstimmigen Beschluss besiegt.	0.40837958	-0.3319385790581661
In 2008, Tulsa funded 39.2 million to build a new ballpark in the Greenwood District near downtown for the Drillers.	2008 finanzierte Tulsa 39,2 Mio. EUR für den Bau eines neuen Ballparks im Greenwood District in der Nähe der Innenstadt für die Bohrmaschinen.	-0.35017836	-0.11241465266918214
Reagan Maui'a, a former NFL fullback, originally played for Tokay High School.	Reagan Maui 'a, ein ehemaliger NFL Fullback, spielte ursprünglich für Tokay High School.	-0.34413353	-0.13142687177452866
Hence they wanted to Latinize the Syrian Christians of India.	Daher wollten sie die syrischen Christen Indiens Latinisieren.	0.19456932	-0.04837647537965644
He also noted that both the Iapydes and the Segestani revolted again shortly afterward.	Er stellte auch fest, dass sowohl die Iapyden als auch die Segestani kurz danach wieder aufstanden.	0.039647203	-0.0769276707609295
Relations soured further in 2012, as Kinshasa accused Rwanda of supporting the M23 rebellion, an insurgency in the eastern Congo.	Die Beziehungen haben 2012 weiter zugenommen, da Kinshasa Ruanda beschuldigte, den Aufstand der M23, einen Aufstand im Osten des Kongo, unterstützt zu haben.	0.51963145	-0.12119242837119787
Hughes managed to pull himself out of the flaming wreckage but lay beside the aircraft until he was rescued by Marine Master Sgt.	Hughes schaffte es, sich aus den flammenden Trümmern herauszuziehen, lag aber neben dem Flugzeug, bis er von Marine Master Sgt. gerettet wurde.	0.5912658	-0.16884445590172692
), and techniques of molding or fashioning the clay.	), und Techniken zum Formen oder Moden des Tons.	0.5384601	-0.5107553436489192
A short distance later, they intersect the eastern terminus of SR 47.	Kurze Zeit später kreuzen sie den östlichen Endpunkt der SR 47.	0.5010857	-0.12400262400140878
She flees and her final whereabouts remain unknown.	Sie flieht und ihr letzter Aufenthaltsort bleibt unbekannt.	0.6345571	-0.11474292408108214
A few diesel sternwheelers stayed on the rivers after steam sternwheelers disappeared.	Einige Dieselsternräder blieben auf den Flüssen, nachdem Dampfsternräder verschwanden.	0.7438275	-0.1273553929414588
Speculation abounded as to the nature of his supposed misdeeds.	Spekulationen überströmten die Natur seiner angeblichen Missetaten.	0.3742903	-0.08493807202941775
Friedrich Wilhelm Schäfke, 87, German mathematician and academic.	Friedrich Wilhelm Schäfke, 87, deutscher Mathematiker und Akademiker.	0.59107447	0.001187632790968295
It targeted Korsun, east of Kiev on 10 September and the airfield at Semenovka on the 12th.	Sie zielte auf Korsun, östlich von Kiew, am 10. September, und auf den Flugplatz Semenowka am 12. September.	0.5108855	-0.10576467952563189
"Though the resolutions followed the ""interposition"" approach of Madison, Jefferson advocated nullification."	"Obwohl die Resolutionen dem Ansatz der ""Interposition"" von Madison folgten, befürwortete Jefferson die Nichtigerklärung."	0.34156832	-0.09291833033624826
Compared to the Confederates, Frémont's forces were dispersed and disorganized.	Im Vergleich zu den Konföderierten wurden Frémont 's Kräfte zerstreut und desorganisiert.	0.64412785	-0.1058503872238394
The white sturgeon historically ranged from the mouth of the Columbia River to the Kootenai River upstream to Kootenai Falls, Montana.	Der weiße Stör reichte historisch von der Mündung des Columbia River zum Kootenai River flussaufwärts bis zu Kootenai Falls, Montana.	0.262258	-0.1433736533009461
Darlington cites the significance of the conscious intervention by syndicalist militants.	Darlington zitiert die Bedeutung des bewussten Eingreifens syndikalistischer Militanten.	0.45186108	-0.04132156967889693
Colt manufactured 9000 of these revolvers between 1873 and 1878.	Colt stellte zwischen 1873 und 1878 9000 dieser Revolver her.	0.25843608	0.005422537319772819
Several additional Catholic schools operate in Mahoning, Trumbull, Columbiana, Portage, Stark, and Ashtabula counties.	Mehrere weitere katholische Schulen sind in Mahoning, Trumbull, Columbiana, Portage, Stark und Ashtabula tätig.	0.39857587	-0.12449653277074024
"Shoe store manager Johnny Brewer testified that he saw Oswald ""ducking into"" the entrance alcove of his store."	"Der Schuhhändler Johnny Brewer bezeugte, dass er Oswald sah, wie er sich in die Eingangsnische seines Ladens ""duckte""."	0.39399293	-0.16905255128762905
On the final lap, Hornish led Barron down the backstretch.	In der letzten Runde führte Hornish Barron den Rücken hinunter.	-1.0667793	-0.2937165773397405
Nick and Gabi eventually inched closer and quickly began a romance in October 2012.	Nick und Gabi näherten sich schließlich und begannen im Oktober 2012 schnell eine Romanze.	0.58890533	-0.09714488199615968
The Japanese defeated successive Korean armies with a combination of muskets, spears, and swords.	Die Japaner besiegten aufeinanderfolgende koreanische Armeen mit einer Kombination aus Musketen, Speeren und Schwertern.	0.44739458	-0.06288068746021515
France in February 1794 abolished slavery in its American colonies, but would reintroduce it later.	Frankreich hob im Februar 1794 die Sklaverei in seinen amerikanischen Kolonien auf, führte sie aber später wieder ein.	0.5569045	-0.08688102196759666
The six national fraternities with chapters at Tufts are Delta Tau Delta, Delta Upsilon, Theta Chi, Theta Delta Chi, Zeta Beta Tau, and Zeta Psi.	Die sechs nationalen Bruderschaften mit Kapiteln in Tufts sind Delta Tau Delta, Delta Upsilon, Theta Chi, Theta Delta Chi, Zeta Beta Tau und Zeta Psi.	0.5449538	-0.1170991594453634
For over three thousand years these Dead Men haunted the White Mountains, only venturing out to tryst at the Stone of Erech.	Seit über dreitausend Jahren verfolgen diese Toten die Weißen Berge und wagen sich nur auf den Weg zum Stein von Erech.	0.5653743	-0.20441387699427238
On 30 July, she sailed for Durban to begin a refit that lasted from 15 August to 10 October and arrived back at Trincomalee on 1 November.	Am 30. Juli segelte sie nach Durban, um mit einer Umrüstung zu beginnen, die vom 15. August bis zum 10. Oktober dauerte und am 1. November in Trincomalee ankam.	0.3749243	-0.14315429970044888
Agriculture Forest Service Agriculture Handbook 654, 1990).	Landwirtschaft Forstdienst Landwirtschaft Handbuch 654, 1990).	0.6925387	-0.4245166935143698
Many Muslims fled across the Thar Desert to Sindh in Pakistan.	Viele Muslime flohen über die Thar Wüste nach Sindh in Pakistan.	0.60719365	-0.059354687282686364
Prey found in Sargassum mats may include barnacles, crab larvae, fish eggs, and hydrozoan colonies.	Die in Sargassum-Matten vorkommende Beute kann Barnakel, Krabbenlarven, Fischeier und Hydrozoan-Kolonien umfassen.	0.6147597	-0.10523009591647313
In Schuurmansia, Schuurmansiella, and Adenarake, the anther dehiscence is apically longicidal.	In Schuurmansia, Schuurmansiella und Adenarake ist die Dehiszenz apisch eintönig.	0.43096218	-0.08847278824405237
On Day 21, Erica nominated Maddy and Merron for eviction.	Am 21. Tag nominierte Erica Maddy und Merron für die Räumung.	0.7610831	-0.09567622974382407
Lauren walks outside and confides in Joey but Lucy sees this and starts intimidating Lauren so she punches Lucy and smashes the café window.	Lauren geht draußen und vertraut Joey an, aber Lucy sieht das und beginnt Lauren einzuschüchtern, so dass sie Lucy schlägt und das Café-Fenster zerschlägt.	-1.1420233	-0.2410909611356862
Arkansas Adjutant General Rector warned the Mexicans not to interfere.	Arkansas Adjutant General Rektor warnte die Mexikaner davor, sich einzumischen.	0.46900618	-0.2847183585325893
"proverbial phrases, Wellerisms, maxims, quotations, and proverbial comparisons."""	"Sprichwörter, Wellerismen, Maximen, Zitate und sprichwörtliche Vergleiche ""."	0.74106187	-0.2829497293365274
